session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time,round_number,timeout_happened,is_wait_page
3gnqpasm,4,uayvvw7g,425,impact_beliefs,Belief,1623076903,33,0,0
3gnqpasm,10,z665f1ss,1,impact_beliefs,IntroWelcome,1623076920,1,0,0
3gnqpasm,4,uayvvw7g,438,impact_beliefs,Belief,1623076928,34,0,0
3gnqpasm,7,0ugo7mza,16,impact_beliefs,Instructions,1623076943,2,0,0
3gnqpasm,4,uayvvw7g,451,impact_beliefs,Belief,1623076955,35,0,0
3gnqpasm,7,0ugo7mza,18,impact_beliefs,TrialBelief1,1623076973,2,0,0
3gnqpasm,4,uayvvw7g,464,impact_beliefs,Belief,1623076979,36,0,0
3gnqpasm,7,0ugo7mza,19,impact_beliefs,TrialBelief2,1623077003,2,1,0
3gnqpasm,4,uayvvw7g,477,impact_beliefs,Belief,1623077004,37,0,0
3gnqpasm,4,uayvvw7g,490,impact_beliefs,Belief,1623077033,38,0,0
3gnqpasm,4,uayvvw7g,503,impact_beliefs,Belief,1623077058,39,0,0
3gnqpasm,11,feqcr3jl,1,impact_beliefs,IntroWelcome,1623077062,1,0,0
3gnqpasm,10,z665f1ss,3,impact_beliefs,Instructions,1623077070,1,0,0
3gnqpasm,4,uayvvw7g,516,impact_beliefs,Belief,1623077085,40,0,0
3gnqpasm,4,uayvvw7g,529,impact_beliefs,Belief,1623077111,41,0,0
3gnqpasm,4,uayvvw7g,542,impact_beliefs,Belief,1623077139,42,0,0
3gnqpasm,4,uayvvw7g,555,impact_beliefs,Belief,1623077165,43,0,0
3gnqpasm,4,uayvvw7g,562,impact_beliefs,Instructions,1623077182,44,0,0
3gnqpasm,4,uayvvw7g,569,impact_beliefs,Donation,1623077187,44,0,0
3gnqpasm,4,uayvvw7g,582,impact_beliefs,Donation,1623077191,45,0,0
3gnqpasm,4,uayvvw7g,595,impact_beliefs,Donation,1623077196,46,0,0
3gnqpasm,9,c0axnxap,4,impact_beliefs,Sliders,1623077198,1,0,0
3gnqpasm,4,uayvvw7g,608,impact_beliefs,Donation,1623077200,47,0,0
3gnqpasm,4,uayvvw7g,621,impact_beliefs,Donation,1623077203,48,0,0
3gnqpasm,4,uayvvw7g,634,impact_beliefs,Donation,1623077209,49,0,0
3gnqpasm,4,uayvvw7g,647,impact_beliefs,Donation,1623077212,50,0,0
3gnqpasm,4,uayvvw7g,660,impact_beliefs,Donation,1623077216,51,0,0
3gnqpasm,11,feqcr3jl,3,impact_beliefs,Instructions,1623077217,1,0,0
3gnqpasm,4,uayvvw7g,673,impact_beliefs,Donation,1623077219,52,0,0
3gnqpasm,4,uayvvw7g,686,impact_beliefs,Donation,1623077222,53,0,0
3gnqpasm,4,uayvvw7g,699,impact_beliefs,Donation,1623077225,54,0,0
3gnqpasm,4,uayvvw7g,712,impact_beliefs,Donation,1623077227,55,0,0
3gnqpasm,4,uayvvw7g,725,impact_beliefs,Donation,1623077230,56,0,0
3gnqpasm,4,uayvvw7g,738,impact_beliefs,Donation,1623077232,57,0,0
3gnqpasm,4,uayvvw7g,739,impact_beliefs,CarbonBelief,1623077282,57,0,0
3gnqpasm,4,uayvvw7g,740,impact_beliefs,CostBelief,1623077315,57,0,0
3gnqpasm,9,c0axnxap,16,impact_beliefs,Instructions,1623077358,2,0,0
3gnqpasm,12,0sjp0cl2,1,impact_beliefs,IntroWelcome,1623077360,1,0,0
3gnqpasm,4,uayvvw7g,741,impact_beliefs,Questionnaire,1623077361,57,0,0
3gnqpasm,9,c0axnxap,18,impact_beliefs,TrialBelief1,1623077387,2,1,0
3gnqpasm,4,uayvvw7g,742,carbon_footprint,Energy,1623077401,1,0,0
3gnqpasm,13,65rjiaki,1,impact_beliefs,IntroWelcome,1623077407,1,0,0
3gnqpasm,9,c0axnxap,19,impact_beliefs,TrialBelief2,1623077414,2,0,0
3gnqpasm,11,feqcr3jl,4,impact_beliefs,Sliders,1623077415,1,0,0
3gnqpasm,9,c0axnxap,20,impact_beliefs,TrialBelief3,1623077443,2,0,0
3gnqpasm,9,c0axnxap,21,impact_beliefs,Introbelief,1623077448,2,0,0
3gnqpasm,4,uayvvw7g,743,carbon_footprint,Mobility,1623077449,1,0,0
3gnqpasm,9,c0axnxap,22,impact_beliefs,Belief,1623077473,2,0,0
3gnqpasm,4,uayvvw7g,744,carbon_footprint,Food,1623077486,1,0,0
3gnqpasm,13,65rjiaki,3,impact_beliefs,Instructions,1623077492,1,0,0
3gnqpasm,9,c0axnxap,35,impact_beliefs,Belief,1623077498,3,0,0
3gnqpasm,4,uayvvw7g,745,carbon_footprint,Miscellaneous,1623077499,1,0,0
3gnqpasm,4,uayvvw7g,746,carbon_footprint,Results,1623077511,1,0,0
3gnqpasm,9,c0axnxap,48,impact_beliefs,Belief,1623077523,4,0,0
3gnqpasm,9,c0axnxap,61,impact_beliefs,Belief,1623077549,5,0,0
3gnqpasm,9,c0axnxap,74,impact_beliefs,Belief,1623077577,6,0,0
3gnqpasm,9,c0axnxap,87,impact_beliefs,Belief,1623077607,7,0,0
3gnqpasm,9,c0axnxap,100,impact_beliefs,Belief,1623077635,8,0,0
3gnqpasm,15,pw53btuo,1,impact_beliefs,IntroWelcome,1623077640,1,0,0
3gnqpasm,14,486508ww,1,impact_beliefs,IntroWelcome,1623077645,1,0,0
3gnqpasm,9,c0axnxap,113,impact_beliefs,Belief,1623077664,9,0,0
3gnqpasm,9,c0axnxap,126,impact_beliefs,Belief,1623077692,10,0,0
3gnqpasm,9,c0axnxap,139,impact_beliefs,Belief,1623077720,11,0,0
3gnqpasm,13,65rjiaki,4,impact_beliefs,Sliders,1623077741,1,0,0
3gnqpasm,9,c0axnxap,152,impact_beliefs,Belief,1623077746,12,0,0
3gnqpasm,16,0rqt8sbv,1,impact_beliefs,IntroWelcome,1623077746,1,0,0
3gnqpasm,14,486508ww,3,impact_beliefs,Instructions,1623077752,1,0,0
3gnqpasm,9,c0axnxap,165,impact_beliefs,Belief,1623077772,13,0,0
3gnqpasm,11,feqcr3jl,16,impact_beliefs,Instructions,1623077784,2,0,0
3gnqpasm,15,pw53btuo,3,impact_beliefs,Instructions,1623077800,1,0,0
3gnqpasm,9,c0axnxap,178,impact_beliefs,Belief,1623077802,14,0,0
3gnqpasm,11,feqcr3jl,18,impact_beliefs,TrialBelief1,1623077812,2,1,0
3gnqpasm,9,c0axnxap,191,impact_beliefs,Belief,1623077830,15,0,0
3gnqpasm,11,feqcr3jl,19,impact_beliefs,TrialBelief2,1623077839,2,0,0
3gnqpasm,11,feqcr3jl,20,impact_beliefs,TrialBelief3,1623077868,2,1,0
3gnqpasm,11,feqcr3jl,21,impact_beliefs,Introbelief,1623077872,2,0,0
3gnqpasm,11,feqcr3jl,22,impact_beliefs,Belief,1623077896,2,0,0
3gnqpasm,17,oicbia0g,1,impact_beliefs,IntroWelcome,1623077902,1,0,0
3gnqpasm,11,feqcr3jl,35,impact_beliefs,Belief,1623077928,3,0,0
3gnqpasm,11,feqcr3jl,48,impact_beliefs,Belief,1623077953,4,0,0
3gnqpasm,14,486508ww,4,impact_beliefs,Sliders,1623077967,1,0,0
3gnqpasm,11,feqcr3jl,61,impact_beliefs,Belief,1623077979,5,0,0
3gnqpasm,11,feqcr3jl,74,impact_beliefs,Belief,1623078004,6,0,0
3gnqpasm,17,oicbia0g,3,impact_beliefs,Instructions,1623078026,1,0,0
3gnqpasm,11,feqcr3jl,87,impact_beliefs,Belief,1623078032,7,0,0
3gnqpasm,13,65rjiaki,16,impact_beliefs,Instructions,1623078038,2,0,0
3gnqpasm,11,feqcr3jl,100,impact_beliefs,Belief,1623078062,8,0,0
3gnqpasm,13,65rjiaki,18,impact_beliefs,TrialBelief1,1623078062,2,0,0
3gnqpasm,11,feqcr3jl,113,impact_beliefs,Belief,1623078086,9,0,0
3gnqpasm,13,65rjiaki,19,impact_beliefs,TrialBelief2,1623078087,2,0,0
3gnqpasm,15,pw53btuo,4,impact_beliefs,Sliders,1623078095,1,0,0
3gnqpasm,14,486508ww,16,impact_beliefs,Instructions,1623078099,2,0,0
3gnqpasm,9,c0axnxap,198,impact_beliefs,Instructions,1623078100,16,0,0
3gnqpasm,13,65rjiaki,20,impact_beliefs,TrialBelief3,1623078110,2,0,0
3gnqpasm,11,feqcr3jl,126,impact_beliefs,Belief,1623078111,10,0,0
3gnqpasm,13,65rjiaki,21,impact_beliefs,Introbelief,1623078114,2,0,0
3gnqpasm,14,486508ww,18,impact_beliefs,TrialBelief1,1623078124,2,0,0
3gnqpasm,11,feqcr3jl,139,impact_beliefs,Belief,1623078136,11,0,0
3gnqpasm,9,c0axnxap,205,impact_beliefs,Donation,1623078138,16,0,0
3gnqpasm,13,65rjiaki,22,impact_beliefs,Belief,1623078140,2,0,0
3gnqpasm,9,c0axnxap,218,impact_beliefs,Donation,1623078146,17,0,0
3gnqpasm,9,c0axnxap,231,impact_beliefs,Donation,1623078150,18,0,0
3gnqpasm,14,486508ww,19,impact_beliefs,TrialBelief2,1623078153,2,1,0
3gnqpasm,9,c0axnxap,244,impact_beliefs,Donation,1623078154,19,0,0
3gnqpasm,9,c0axnxap,257,impact_beliefs,Donation,1623078158,20,0,0
3gnqpasm,9,c0axnxap,270,impact_beliefs,Donation,1623078164,21,0,0
3gnqpasm,11,feqcr3jl,152,impact_beliefs,Belief,1623078167,12,0,0
3gnqpasm,13,65rjiaki,35,impact_beliefs,Belief,1623078170,3,0,0
3gnqpasm,9,c0axnxap,283,impact_beliefs,Donation,1623078171,22,0,0
3gnqpasm,9,c0axnxap,296,impact_beliefs,Donation,1623078176,23,0,0
3gnqpasm,9,c0axnxap,309,impact_beliefs,Donation,1623078182,24,0,0
3gnqpasm,9,c0axnxap,322,impact_beliefs,Donation,1623078186,25,0,0
3gnqpasm,11,feqcr3jl,165,impact_beliefs,Belief,1623078191,13,0,0
3gnqpasm,13,65rjiaki,48,impact_beliefs,Belief,1623078194,4,0,0
3gnqpasm,9,c0axnxap,335,impact_beliefs,Donation,1623078206,26,0,0
3gnqpasm,11,feqcr3jl,178,impact_beliefs,Belief,1623078216,14,0,0
3gnqpasm,9,c0axnxap,348,impact_beliefs,Donation,1623078217,27,0,0
3gnqpasm,13,65rjiaki,61,impact_beliefs,Belief,1623078219,5,0,0
3gnqpasm,9,c0axnxap,361,impact_beliefs,Donation,1623078222,28,0,0
3gnqpasm,9,c0axnxap,374,impact_beliefs,Donation,1623078225,29,0,0
3gnqpasm,13,65rjiaki,74,impact_beliefs,Belief,1623078242,6,0,0
3gnqpasm,11,feqcr3jl,191,impact_beliefs,Belief,1623078242,15,0,0
3gnqpasm,9,c0axnxap,380,impact_beliefs,Instructions,1623078246,30,0,0
3gnqpasm,13,65rjiaki,87,impact_beliefs,Belief,1623078266,7,0,0
3gnqpasm,9,c0axnxap,386,impact_beliefs,Belief,1623078271,30,0,0
3gnqpasm,18,79ix3kjb,1,impact_beliefs,IntroWelcome,1623078272,1,0,0
3gnqpasm,13,65rjiaki,100,impact_beliefs,Belief,1623078289,8,0,0
3gnqpasm,17,oicbia0g,4,impact_beliefs,Sliders,1623078292,1,0,0
3gnqpasm,9,c0axnxap,399,impact_beliefs,Belief,1623078301,31,0,0
3gnqpasm,15,pw53btuo,16,impact_beliefs,Instructions,1623078304,2,0,0
3gnqpasm,12,0sjp0cl2,3,impact_beliefs,Instructions,1623078307,1,0,0
3gnqpasm,13,65rjiaki,113,impact_beliefs,Belief,1623078312,9,0,0
3gnqpasm,9,c0axnxap,412,impact_beliefs,Belief,1623078327,32,0,0
3gnqpasm,13,65rjiaki,126,impact_beliefs,Belief,1623078336,10,0,0
3gnqpasm,9,c0axnxap,425,impact_beliefs,Belief,1623078351,33,0,0
3gnqpasm,11,feqcr3jl,198,impact_beliefs,Instructions,1623078355,16,0,0
3gnqpasm,13,65rjiaki,139,impact_beliefs,Belief,1623078360,11,0,0
3gnqpasm,9,c0axnxap,438,impact_beliefs,Belief,1623078376,34,0,0
3gnqpasm,13,65rjiaki,152,impact_beliefs,Belief,1623078385,12,0,0
3gnqpasm,11,feqcr3jl,205,impact_beliefs,Donation,1623078401,16,0,0
3gnqpasm,9,c0axnxap,451,impact_beliefs,Belief,1623078402,35,0,0
3gnqpasm,13,65rjiaki,165,impact_beliefs,Belief,1623078408,13,0,0
3gnqpasm,11,feqcr3jl,218,impact_beliefs,Donation,1623078408,17,0,0
3gnqpasm,11,feqcr3jl,231,impact_beliefs,Donation,1623078415,18,0,0
3gnqpasm,11,feqcr3jl,244,impact_beliefs,Donation,1623078421,19,0,0
3gnqpasm,11,feqcr3jl,257,impact_beliefs,Donation,1623078423,20,0,0
3gnqpasm,18,79ix3kjb,3,impact_beliefs,Instructions,1623078425,1,0,0
3gnqpasm,11,feqcr3jl,270,impact_beliefs,Donation,1623078426,21,0,0
3gnqpasm,9,c0axnxap,464,impact_beliefs,Belief,1623078426,36,0,0
3gnqpasm,15,pw53btuo,18,impact_beliefs,TrialBelief1,1623078428,2,1,0
3gnqpasm,11,feqcr3jl,283,impact_beliefs,Donation,1623078428,22,0,0
3gnqpasm,11,feqcr3jl,296,impact_beliefs,Donation,1623078431,23,0,0
3gnqpasm,13,65rjiaki,178,impact_beliefs,Belief,1623078434,14,0,0
3gnqpasm,11,feqcr3jl,309,impact_beliefs,Donation,1623078435,24,0,0
3gnqpasm,11,feqcr3jl,322,impact_beliefs,Donation,1623078436,25,0,0
3gnqpasm,11,feqcr3jl,335,impact_beliefs,Donation,1623078439,26,0,0
3gnqpasm,11,feqcr3jl,348,impact_beliefs,Donation,1623078442,27,0,0
3gnqpasm,11,feqcr3jl,361,impact_beliefs,Donation,1623078444,28,0,0
3gnqpasm,11,feqcr3jl,374,impact_beliefs,Donation,1623078449,29,0,0
3gnqpasm,9,c0axnxap,477,impact_beliefs,Belief,1623078451,37,0,0
3gnqpasm,11,feqcr3jl,380,impact_beliefs,Instructions,1623078456,30,0,0
3gnqpasm,15,pw53btuo,19,impact_beliefs,TrialBelief2,1623078459,2,0,0
3gnqpasm,13,65rjiaki,191,impact_beliefs,Belief,1623078462,15,0,0
3gnqpasm,17,oicbia0g,16,impact_beliefs,Instructions,1623078467,2,0,0
3gnqpasm,9,c0axnxap,490,impact_beliefs,Belief,1623078477,38,0,0
3gnqpasm,15,pw53btuo,20,impact_beliefs,TrialBelief3,1623078484,2,0,0
3gnqpasm,11,feqcr3jl,386,impact_beliefs,Belief,1623078487,30,0,0
3gnqpasm,15,pw53btuo,21,impact_beliefs,Introbelief,1623078488,2,0,0
3gnqpasm,17,oicbia0g,18,impact_beliefs,TrialBelief1,1623078494,2,0,0
3gnqpasm,9,c0axnxap,503,impact_beliefs,Belief,1623078502,39,0,0
3gnqpasm,15,pw53btuo,22,impact_beliefs,Belief,1623078513,2,0,0
3gnqpasm,11,feqcr3jl,399,impact_beliefs,Belief,1623078518,31,0,0
3gnqpasm,17,oicbia0g,19,impact_beliefs,TrialBelief2,1623078522,2,1,0
3gnqpasm,9,c0axnxap,516,impact_beliefs,Belief,1623078527,40,0,0
3gnqpasm,13,65rjiaki,198,impact_beliefs,Instructions,1623078528,16,0,0
3gnqpasm,15,pw53btuo,35,impact_beliefs,Belief,1623078539,3,0,0
3gnqpasm,11,feqcr3jl,412,impact_beliefs,Belief,1623078544,32,0,0
3gnqpasm,17,oicbia0g,20,impact_beliefs,TrialBelief3,1623078548,2,0,0
3gnqpasm,9,c0axnxap,529,impact_beliefs,Belief,1623078551,41,0,0
3gnqpasm,17,oicbia0g,21,impact_beliefs,Introbelief,1623078552,2,0,0
